Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Conference
181,Juwan Howard\howarju01,PF,27,WAS,54,1981,15.8,0.522,0.0,0.31,7.0,15.5,11.2,14.9,1.2,0.8,15.2,24.9,1.6,0.6,2.2,0.053,0.3,-1.0,-0.7,0.7,East
181,Juwan Howard\howarju01,PF,27,DAL,27,993,16.6,0.5379999999999999,0.008,0.325,5.8,15.7,10.9,12.0,1.5,1.1,14.0,23.8,1.1,1.1,2.2,0.106,0.0,0.3,0.2,0.6,West
182,Troy Hudson\hudsotr01,PG,24,ORL,75,1008,10.2,0.42700000000000005,0.293,0.28,4.1,7.6,5.8,25.5,1.9,0.2,18.0,22.4,-0.7,0.8,0.1,0.003,-2.5,-2.4,-5.0,-0.8,East
183,Larry Hughes\hughela01,SG,22,GSW,50,1846,13.9,0.449,0.09300000000000001,0.313,4.0,12.5,7.9,21.0,2.7,1.1,14.2,24.4,-0.4,1.1,0.6,0.017,-0.9,0.0,-0.9,0.5,West
184,Lindsey Hunter\hunteli01,PG,30,MIL,82,2002,14.8,0.5,0.52,0.12300000000000001,1.8,7.7,4.8,17.4,2.7,0.4,7.6,20.2,3.1,1.4,4.6,0.109,2.3,-1.8,0.5,1.3,East
185,Zydrunas Ilgauskas\ilgauzy01,C,25,CLE,24,616,16.0,0.524,0.009000000000000001,0.33299999999999996,12.3,17.8,15.0,5.4,1.3,4.4,18.3,24.1,0.1,0.7,0.7,0.055999999999999994,-2.1,0.0,-2.1,0.0,East
186,Allen Iverson*\iversal01,SG,25,PHI,71,2979,24.0,0.518,0.16899999999999998,0.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,7.3,4.5,11.8,0.19,5.0,-0.1,4.8,5.1,East
187,Bobby Jackson\jacksbo01,PG,27,SAC,79,1648,13.1,0.501,0.198,0.16699999999999998,5.0,11.0,8.0,15.3,2.7,0.3,15.4,17.9,0.9,2.3,3.1,0.091,-0.8,0.8,0.0,0.8,West
188,Jaren Jackson\jacksja01,SG,33,SAS,16,114,10.4,0.47700000000000004,0.45,0.05,1.0,10.4,6.0,10.5,2.4,0.0,6.8,18.1,0.0,0.2,0.2,0.087,-0.7,-0.7,-1.3,0.0,West
189,Jim Jackson\jacksji01,SF,30,TOT,56,1690,10.7,0.455,0.127,0.267,3.6,11.6,7.6,16.4,1.6,0.4,15.5,22.3,-0.8,1.0,0.1,0.003,-2.1,-0.9,-3.0,-0.4,NaN
189,Jim Jackson\jacksji01,SF,30,ATL,17,550,12.7,0.478,0.175,0.392,3.4,12.6,8.0,15.4,1.8,0.5,15.9,24.6,-0.1,0.4,0.4,0.031,-1.5,-0.8,-2.3,0.0,East
189,Jim Jackson\jacksji01,SF,30,CLE,39,1140,9.7,0.44299999999999995,0.10099999999999999,0.20199999999999999,3.7,11.1,7.4,16.9,1.6,0.4,15.4,21.2,-0.8,0.6,-0.2,-0.01,-2.3,-1.0,-3.3,-0.4,East
190,Marc Jackson\jacksma02,C,26,GSW,48,1410,16.1,0.534,0.045,0.37799999999999995,8.3,19.8,13.6,7.3,1.2,1.4,13.6,20.5,1.9,0.7,2.6,0.08900000000000001,-1.1,-1.2,-2.4,-0.1,West
191,Mark Jackson\jacksma01,PG,35,TOT,83,2588,14.9,0.506,0.355,0.16,2.8,10.9,6.8,39.3,1.7,0.2,21.9,14.2,3.6,2.3,5.9,0.11,0.8,-1.2,-0.5,1.0,NaN
191,Mark Jackson\jacksma01,PG,35,TOR,54,1802,16.3,0.528,0.409,0.18899999999999997,2.6,9.2,5.8,41.3,1.8,0.3,21.1,13.7,3.5,1.2,4.7,0.125,1.7,-2.1,-0.4,0.7,East
191,Mark Jackson\jacksma01,PG,35,NYK,29,786,11.8,0.45299999999999996,0.233,0.094,3.3,14.8,9.2,34.7,1.5,0.0,23.6,15.3,0.1,1.2,1.2,0.07400000000000001,-1.5,0.8,-0.6,0.3,East
192,Stephen Jackson\jacksst02,SF,22,NJN,77,1660,12.1,0.503,0.271,0.23600000000000002,2.8,11.9,7.2,15.1,2.7,0.6,17.1,20.8,-0.4,1.3,0.9,0.026000000000000002,-1.5,-0.7,-2.1,-0.1,East
193,Sam Jacobson\jacobsa01,PG,25,MIN,14,59,10.7,0.518,0.0,0.16699999999999998,5.8,5.9,5.8,10.6,2.7,0.0,0.0,14.8,0.1,0.0,0.2,0.147,0.2,-1.6,-1.4,0.0,West
194,Tim James\jamesti01,SF,24,CHH,30,197,5.8,0.387,0.057999999999999996,0.26899999999999996,8.7,11.5,10.1,6.5,0.5,1.9,12.1,15.5,-0.1,0.2,0.1,0.022000000000000002,-5.8,-1.0,-6.8,-0.2,East
195,Antawn Jamison\jamisan01,SF,24,GSW,82,3394,19.0,0.499,0.113,0.295,8.1,14.8,11.2,9.5,1.7,0.6,8.9,27.9,5.4,1.3,6.7,0.094,2.1,-2.1,0.0,1.7,West
196,Anthony Johnson\johnsan02,PG,26,TOT,53,511,8.1,0.39,0.033,0.217,2.2,7.6,4.9,24.5,2.4,0.8,17.0,17.6,-0.5,0.3,-0.2,-0.019,-4.4,-1.3,-5.7,-0.5,NaN
196,Anthony Johnson\johnsan02,PG,26,ATL,25,279,7.2,0.408,0.042,0.239,1.2,8.0,4.6,19.2,3.2,1.3,20.3,15.8,-0.4,0.3,-0.1,-0.013000000000000001,-5.0,0.4,-4.5,-0.2,East
196,Anthony Johnson\johnsan02,PG,26,CLE,28,232,9.1,0.375,0.025,0.198,3.5,7.0,5.2,31.0,1.4,0.3,13.7,19.9,-0.2,0.1,-0.1,-0.025,-3.6,-3.4,-7.0,-0.3,East
197,Avery Johnson\johnsav01,PG,35,SAS,55,1290,11.5,0.475,0.02,0.2,1.9,5.3,3.7,29.5,1.4,0.2,15.5,14.1,1.3,1.3,2.6,0.098,-1.4,-1.3,-2.6,-0.2,West
198,DerMarr Johnson\johnsde03,SF,20,ATL,78,1313,8.4,0.46299999999999997,0.326,0.223,4.7,10.4,7.6,7.9,1.7,1.6,17.8,17.7,-0.9,0.9,0.0,0.0,-3.0,-0.3,-3.3,-0.4,East
199,Ervin Johnson\johnser02,C,33,MIL,82,1981,11.2,0.557,0.0,0.47,11.8,23.2,17.5,2.8,1.2,3.6,16.4,6.5,2.6,2.5,5.1,0.12300000000000001,-1.5,2.1,0.6,1.3,East
200,Larry Johnson\johnsla02,PF,31,NYK,65,2105,11.2,0.493,0.273,0.214,5.3,15.2,10.4,10.5,1.0,1.1,12.9,17.4,1.0,3.1,4.1,0.09300000000000001,-0.7,1.5,0.7,1.4,East
201,Damon Jones\jonesda01,PG,24,VAN,71,1415,13.0,0.525,0.555,0.125,1.3,8.7,5.0,26.2,1.3,0.0,14.8,16.6,1.4,0.4,1.8,0.062,0.5,-2.8,-2.3,-0.1,West
202,Eddie Jones\jonesed02,SG,29,MIA,63,2282,18.8,0.5529999999999999,0.273,0.31,3.9,11.3,7.6,14.8,2.7,2.0,12.0,23.9,3.9,4.0,7.9,0.166,2.4,1.9,4.3,3.6,East
203,Jumaine Jones\jonesju01,SF,21,PHI,65,866,14.2,0.51,0.218,0.193,8.4,16.1,12.3,6.3,1.8,1.3,11.6,17.6,0.9,1.4,2.3,0.125,-0.9,0.3,-0.6,0.3,East
204,Popeye Jones\jonespo01,PF,30,WAS,45,638,13.1,0.457,0.039,0.359,14.9,25.6,20.2,7.8,1.5,0.9,10.6,13.8,0.8,0.5,1.2,0.094,-1.2,-0.4,-1.6,0.1,East
205,Garth Joseph\josepga01,C,27,TOT,4,16,-5.0,0.17,0.0,0.4,13.7,0.0,7.0,9.8,0.0,4.3,25.4,22.0,-0.1,0.0,-0.1,-0.345,-12.3,-1.9,-14.2,0.0,NaN
205,Garth Joseph\josepga01,C,27,TOR,2,8,11.3,0.5,0.0,0.0,27.5,0.0,14.1,19.6,0.0,0.0,33.3,16.8,0.0,0.0,0.0,0.017,1.0,-2.3,-1.3,0.0,East
205,Garth Joseph\josepga01,C,27,DEN,2,8,-21.3,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,8.6,20.5,27.2,-0.1,0.0,-0.1,-0.7070000000000001,-25.5,-1.6,-27.1,-0.1,West
206,Adam Keefe\keefead01,PF,30,GSW,67,836,9.7,0.45,0.019,0.396,10.5,16.4,13.3,6.5,1.7,1.7,17.6,11.5,0.1,0.5,0.6,0.032,-3.9,0.2,-3.7,-0.3,West
207,Shawn Kemp\kempsh01,PF,31,POR,68,1083,11.4,0.469,0.027000000000000003,0.317,7.2,20.9,14.3,9.9,2.2,1.6,17.4,24.5,-0.8,1.7,0.9,0.040999999999999995,-4.5,0.1,-4.4,-0.7,West
208,Steve Kerr\kerrst01,PG,35,SAS,55,650,10.6,0.546,0.484,0.094,1.1,4.8,3.0,14.1,1.3,0.1,11.3,13.5,0.8,0.6,1.5,0.10800000000000001,0.0,-1.5,-1.5,0.1,West
209,Jerome Kersey\kerseje01,SF,38,MIL,22,243,12.9,0.473,0.013999999999999999,0.23199999999999998,3.8,17.1,10.5,9.4,3.0,2.4,7.3,15.3,0.2,0.3,0.5,0.10099999999999999,-2.6,1.4,-1.2,0.1,East
210,Lari Ketner\ketnela01,PF,23,IND,3,7,-10.6,,,,0.0,0.0,0.0,20.2,0.0,0.0,100.0,13.3,-0.1,0.0,-0.1,-0.38299999999999995,-19.5,-5.2,-24.7,0.0,East
211,Jason Kidd*\kiddja01,PG,27,PHO,77,3065,19.4,0.51,0.21100000000000002,0.36700000000000005,3.3,15.2,9.1,41.2,2.8,0.5,18.3,22.7,4.2,5.4,9.6,0.15,2.7,2.1,4.8,5.3,West
212,Gerard King\kingge02,SF,28,WAS,45,706,10.1,0.552,0.0,0.256,6.3,15.2,10.7,7.4,1.0,1.1,19.4,15.3,0.3,0.2,0.5,0.035,-2.6,-1.2,-3.8,-0.3,East
213,Brevin Knight\knighbr01,PG,25,TOT,53,1457,12.5,0.41600000000000004,0.027000000000000003,0.17800000000000002,1.8,11.2,6.4,33.7,3.6,0.2,18.5,15.1,0.0,1.6,1.6,0.054000000000000006,-1.8,0.8,-1.0,0.4,NaN
213,Brevin Knight\knighbr01,PG,25,CLE,6,93,6.5,0.255,0.0,0.4,1.2,7.5,4.4,38.0,3.4,0.8,28.4,12.0,-0.1,0.1,-0.1,-0.03,-6.2,-1.5,-7.7,-0.1,East
213,Brevin Knight\knighbr01,PG,25,ATL,47,1364,12.9,0.424,0.027999999999999997,0.16899999999999998,1.8,11.4,6.6,33.4,3.6,0.2,18.0,15.3,0.1,1.6,1.7,0.06,-1.5,0.9,-0.6,0.5,East
214,Travis Knight\knightr01,C,26,NYK,45,256,0.9,0.23800000000000002,0.019,0.34,9.3,15.6,12.5,3.0,1.1,3.5,14.1,13.5,-0.7,0.5,-0.3,-0.049,-8.6,1.8,-6.8,-0.3,East
215,Toni Kukoc\kukocto01,SF,32,TOT,65,1597,17.8,0.5529999999999999,0.27,0.275,4.7,13.5,9.1,22.7,1.6,0.5,14.5,21.5,2.9,1.7,4.7,0.14,2.6,-0.2,2.5,1.8,NaN
215,Toni Kukoc\kukocto01,SF,32,PHI,48,979,15.3,0.523,0.23600000000000002,0.267,5.5,13.0,9.4,16.5,1.9,0.4,14.0,19.8,1.1,1.3,2.5,0.121,0.8,0.4,1.2,0.8,East
215,Toni Kukoc\kukocto01,SF,32,ATL,17,618,21.8,0.59,0.313,0.28600000000000003,3.4,14.2,8.7,32.5,1.1,0.6,15.2,24.2,1.8,0.4,2.2,0.17,5.5,-1.1,4.4,1.0,East
216,Christian Laettner\laettch01,C-PF,31,TOT,78,1663,17.0,0.568,0.024,0.37,8.1,16.9,12.5,12.7,2.2,2.0,17.6,21.1,2.5,1.8,4.3,0.124,0.2,1.0,1.2,1.4,NaN
216,Christian Laettner\laettch01,C,31,DAL,53,930,16.7,0.5539999999999999,0.009000000000000001,0.254,9.2,16.0,12.7,12.0,2.2,2.1,16.3,21.0,1.3,1.3,2.6,0.134,0.0,1.2,1.2,0.8,West
216,Christian Laettner\laettch01,PF,31,WAS,25,733,17.6,0.586,0.044000000000000004,0.535,6.7,17.9,12.2,13.7,2.2,1.9,19.2,21.2,1.2,0.5,1.7,0.11199999999999999,0.6,0.7,1.3,0.6,East
217,Raef LaFrentz\lafrera01,C,24,DEN,78,2457,17.6,0.544,0.171,0.32299999999999995,7.6,19.4,13.4,7.3,0.8,5.8,9.5,18.6,4.3,2.5,6.8,0.132,0.2,1.8,2.0,2.5,West
218,Trajan Langdon\langdtr01,SG,24,CLE,65,1116,11.8,0.561,0.396,0.243,1.2,8.0,4.6,11.9,1.8,0.6,13.1,16.1,1.5,0.5,2.0,0.086,0.3,-1.7,-1.5,0.2,East
219,Dan Langhi\langhda01,SF,23,HOU,33,241,9.4,0.40299999999999997,0.01,0.293,6.4,13.1,9.8,2.8,1.5,0.3,6.7,22.9,-0.2,0.2,-0.1,-0.013999999999999999,-6.0,-3.8,-9.8,-0.5,West
220,Voshon Lenard\lenarvo01,SG,27,DEN,80,2331,13.2,0.522,0.452,0.22699999999999998,2.2,8.7,5.4,13.4,1.4,0.5,9.9,19.7,2.9,0.6,3.5,0.07200000000000001,1.4,-2.0,-0.7,0.8,West
221,Quincy Lewis\lewisqu01,SF,23,UTA,35,402,7.1,0.469,0.203,0.171,4.4,10.0,7.2,7.2,1.3,2.0,11.4,17.1,0.0,0.3,0.3,0.040999999999999995,-2.5,-0.8,-3.3,-0.1,West
222,Rashard Lewis\lewisra02,PF,21,SEA,78,2720,17.3,0.5870000000000001,0.321,0.24,6.1,16.7,11.4,7.6,1.8,1.2,11.6,18.4,5.9,2.1,8.0,0.142,2.6,-0.2,2.5,3.1,West
223,Randy Livingston\livinra01,PG,25,GSW,2,7,-3.7,0.0,0.5,0.0,0.0,16.5,7.6,19.2,0.0,0.0,0.0,12.1,0.0,0.0,0.0,-0.222,-10.8,-3.5,-14.3,0.0,West
224,Art Long\longar01,SF,28,SAC,9,20,-3.6,0.0,0.0,0.5,11.1,31.5,21.5,6.4,0.0,10.0,29.1,15.2,-0.1,0.1,-0.1,-0.214,-15.7,5.3,-10.4,0.0,West
225,Grant Long\longgr01,PF,34,VAN,66,1507,11.4,0.51,0.047,0.49200000000000005,5.8,14.9,10.4,8.7,2.5,0.7,13.8,13.6,1.0,1.4,2.4,0.078,-2.1,1.4,-0.7,0.5,West
226,Luc Longley\longllu01,C,32,NYK,25,301,3.7,0.39899999999999997,0.0,0.315,10.8,15.6,13.3,3.7,0.6,2.4,26.4,13.6,-0.5,0.5,0.0,0.0,-6.4,1.4,-5.1,-0.2,East
227,Felipe Lopez\lopezfe01,SG-PG,26,TOT,70,1565,12.5,0.503,0.109,0.326,4.0,13.5,8.7,11.3,2.1,1.4,13.2,18.0,0.9,1.0,1.9,0.057,-1.4,-0.2,-1.7,0.1,NaN
227,Felipe Lopez\lopezfe01,SG,26,WAS,47,1108,11.9,0.5,0.08900000000000001,0.377,3.1,14.0,8.4,11.1,1.9,1.2,12.8,17.5,0.6,0.5,1.1,0.049,-1.7,-0.5,-2.1,0.0,East
227,Felipe Lopez\lopezfe01,PG,26,MIN,23,457,13.9,0.51,0.151,0.217,6.2,12.4,9.2,11.6,2.4,1.9,14.0,19.1,0.3,0.5,0.7,0.077,-0.9,0.3,-0.5,0.2,West
228,Tyronn Lue\luety01,PG,23,LAL,38,468,8.7,0.51,0.29100000000000004,0.205,1.2,6.4,3.9,14.3,2.1,0.0,17.5,14.8,0.2,0.2,0.4,0.042,-2.1,-2.3,-4.4,-0.3,West
229,George Lynch\lynchge01,SF,30,PHI,82,2649,12.4,0.496,0.09300000000000001,0.278,8.7,16.3,12.6,8.4,2.0,0.8,13.6,13.7,2.3,4.2,6.5,0.11800000000000001,-0.3,2.6,2.3,2.9,East
230,Todd MacCulloch\maccuto01,C,25,PHI,63,597,18.3,0.607,0.0,0.35700000000000004,13.3,18.4,15.9,3.1,0.6,2.3,11.2,18.3,1.6,0.9,2.5,0.19899999999999998,0.2,-1.3,-1.2,0.1,East
231,Don MacLean\macledo01,SF,31,MIA,8,76,16.3,0.613,0.1,0.6,11.0,17.2,14.1,9.6,3.6,1.0,28.3,22.5,0.0,0.2,0.2,0.12,-2.4,2.0,-0.4,0.0,East
232,Mark Madsen\madsema01,PF,25,LAL,70,641,9.2,0.53,0.009000000000000001,0.327,13.2,13.6,13.4,5.4,0.7,0.9,17.3,10.9,0.8,0.3,1.1,0.085,-1.4,-1.4,-2.8,-0.1,West
233,Corey Maggette\maggeco01,SF,21,LAC,69,1359,18.2,0.562,0.115,0.591,7.6,16.6,12.3,10.8,1.4,0.5,14.7,24.5,2.7,1.1,3.9,0.13699999999999998,0.9,-1.4,-0.5,0.5,West
234,Jamaal Magloire\magloja01,C,22,CHH,74,1095,13.4,0.506,0.006999999999999999,0.535,10.8,19.9,15.4,4.2,0.9,5.2,15.4,16.7,0.6,2.0,2.6,0.114,-4.2,1.4,-2.8,-0.2,East
235,Dan Majerle\majerda01,SG,35,MIA,53,1306,9.4,0.48,0.6990000000000001,0.17,1.8,13.3,7.6,11.0,2.2,0.9,11.2,11.6,0.5,2.1,2.6,0.09699999999999999,-1.3,2.0,0.8,0.9,East
236,Karl Malone*\malonka01,PF,37,UTA,81,2895,24.7,0.5720000000000001,0.004,0.503,5.0,23.3,14.3,24.1,1.7,1.7,12.9,30.0,9.1,4.0,13.1,0.217,4.2,1.7,5.9,5.8,West
237,Matt Maloney\malonma01,PG,29,ATL,55,1403,10.4,0.508,0.408,0.098,1.1,8.2,4.6,17.6,2.1,0.3,16.2,13.8,0.7,0.8,1.5,0.053,-0.7,-0.5,-1.2,0.3,East
238,Danny Manning\mannida01,PF,34,UTA,82,1305,14.3,0.537,0.055999999999999994,0.28,6.4,13.8,10.2,12.6,1.9,1.8,14.6,23.2,1.2,1.4,2.6,0.09699999999999999,-0.4,-0.1,-0.5,0.5,West
239,Stephon Marbury\marbust01,PG,23,NJN,67,2557,22.7,0.54,0.262,0.359,2.3,7.0,4.6,40.8,1.6,0.1,11.8,29.7,7.2,0.7,7.8,0.147,7.0,-3.4,3.7,3.7,East
240,Shawn Marion\mariosh01,SF,22,PHO,79,2857,21.0,0.532,0.071,0.249,8.6,25.4,16.8,10.2,2.4,2.7,9.1,22.1,5.3,6.4,11.7,0.196,1.0,3.2,4.2,4.5,West
241,Donyell Marshall\marshdo01,SF,27,UTA,81,2326,19.9,0.568,0.151,0.322,9.4,20.6,15.1,10.1,2.0,2.7,11.7,21.7,5.1,3.3,8.5,0.174,2.5,1.5,4.0,3.5,West
242,Darrick Martin\martida01,PG,29,SAC,31,176,17.0,0.563,0.355,0.461,1.3,8.3,4.9,12.9,2.0,0.0,9.9,25.4,0.5,0.2,0.7,0.182,1.3,-3.3,-2.0,0.0,West
243,Kenyon Martin\martike01,PF,23,NJN,68,2272,13.4,0.47200000000000003,0.013999999999999999,0.247,6.7,19.0,12.7,10.4,1.8,3.7,13.8,19.9,-0.4,2.5,2.1,0.044000000000000004,-2.6,1.9,-0.7,0.8,East
244,Jamal Mashburn\mashbja01,SF,28,CHH,76,2989,17.5,0.493,0.20800000000000002,0.262,3.5,18.4,11.0,26.8,1.5,0.3,12.0,27.1,3.1,4.2,7.3,0.11800000000000001,1.9,0.4,2.3,3.3,East
245,Anthony Mason\masonan01,PF,34,MIA,80,3254,17.4,0.555,0.0,0.49700000000000005,6.2,21.9,14.1,14.2,1.4,0.6,13.3,20.0,6.0,5.6,11.6,0.171,0.3,2.3,2.7,3.8,East
246,Desmond Mason\masonde01,SF,23,SEA,78,1522,10.5,0.483,0.153,0.207,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,1.0,0.8,1.7,0.055,-1.9,-1.1,-3.0,-0.4,West
247,Tony Massenburg\masseto01,PF,33,VAN,52,823,9.6,0.507,0.0,0.35200000000000004,10.5,18.6,14.6,1.8,0.6,2.4,17.3,15.4,0.1,0.6,0.7,0.040999999999999995,-4.8,-1.3,-6.1,-0.9,West
248,Vernon Maxwell\maxweve01,PG,35,TOT,43,660,6.7,0.424,0.498,0.14300000000000002,0.7,10.3,5.6,11.6,1.7,0.3,12.9,18.7,-0.6,0.7,0.0,0.003,-2.8,-1.3,-4.1,-0.3,NaN
248,Vernon Maxwell\maxweve01,PG,35,PHI,24,375,8.1,0.446,0.512,0.17600000000000002,0.9,10.0,5.6,12.5,1.7,0.0,11.8,18.4,-0.1,0.4,0.4,0.046,-1.7,-1.2,-2.9,-0.1,East
248,Vernon Maxwell\maxweve01,PG,35,DAL,19,285,4.9,0.396,0.48,0.102,0.4,10.7,5.7,10.5,1.6,0.8,14.2,19.0,-0.6,0.2,-0.3,-0.052000000000000005,-4.2,-1.4,-5.6,-0.3,West
249,Walter McCarty\mccarwa01,PF,26,BOS,60,478,9.2,0.474,0.444,0.222,5.6,14.5,9.9,13.5,1.5,1.1,12.6,15.0,0.3,0.4,0.7,0.067,-2.1,-1.2,-3.2,-0.1,East
250,Dan McClintock\mcclida01,C,23,DEN,6,58,9.9,0.446,0.0,0.278,18.5,13.3,15.9,2.9,0.0,2.4,12.9,17.8,0.0,0.0,0.0,0.006999999999999999,-3.4,-3.2,-6.6,-0.1,West
251,George McCloud\mccloge01,SF,33,DEN,76,2007,12.9,0.496,0.35700000000000004,0.276,2.9,9.3,6.1,22.1,1.4,0.9,13.7,18.9,2.0,0.6,2.6,0.062,0.3,-1.5,-1.2,0.4,West
252,Jelani McCoy\mccoyje01,C,23,SEA,70,1143,11.1,0.52,0.0,0.35200000000000004,9.3,15.9,12.6,7.7,0.8,3.1,19.7,15.0,0.3,0.8,1.1,0.045,-2.6,0.4,-2.2,-0.1,West
253,Antonio McDyess\mcdyean01,PF,26,DEN,70,2555,22.0,0.5379999999999999,0.0,0.373,10.1,26.1,18.0,10.8,0.9,2.7,10.7,26.5,5.2,2.6,7.8,0.146,1.0,0.1,1.1,2.0,West
254,Tracy McGrady*\mcgratr01,SG,21,ORL,77,3087,24.9,0.521,0.096,0.34,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,8.3,3.9,12.2,0.18899999999999997,4.7,0.9,5.6,5.9,East
255,Jim McIlvaine\mcilvji01,C,28,NJN,18,193,6.2,0.42100000000000004,0.0,0.429,4.6,16.5,10.4,3.2,1.9,5.8,21.3,9.9,-0.2,0.2,0.1,0.015,-6.7,3.0,-3.7,-0.1,East
256,Jeff McInnis\mcinnje01,PG,26,LAC,81,2831,15.6,0.521,0.154,0.17300000000000001,1.7,7.0,4.4,27.7,1.4,0.2,10.1,18.2,5.8,1.1,6.9,0.11699999999999999,2.1,-1.8,0.3,1.6,West
257,Derrick McKey\mckeyde01,SF,34,IND,66,987,8.3,0.49,0.147,0.19899999999999998,5.8,14.1,10.1,11.6,2.6,0.9,24.1,9.2,0.1,1.3,1.4,0.07,-2.8,2.4,-0.5,0.4,East
258,Aaron McKie\mckieaa01,SG,28,PHI,76,2394,15.1,0.5489999999999999,0.23800000000000002,0.272,1.6,12.9,7.3,26.7,2.3,0.2,20.3,18.9,2.3,3.5,5.9,0.11800000000000001,0.9,1.0,1.9,2.4,East
259,Roshown McLeod\mcleoro01,SF,25,TOT,35,922,10.5,0.475,0.066,0.154,4.6,10.0,7.3,11.0,1.3,0.6,14.1,20.0,-0.1,0.5,0.4,0.019,-2.3,-1.0,-3.3,-0.3,NaN
259,Roshown McLeod\mcleoro01,SF,25,ATL,34,907,10.6,0.475,0.064,0.155,4.5,10.0,7.3,11.2,1.3,0.6,13.9,20.2,-0.1,0.5,0.4,0.019,-2.2,-1.0,-3.2,-0.3,East
259,Roshown McLeod\mcleoro01,SF,25,PHI,1,15,0.9,0.5,0.5,0.0,7.7,7.4,7.5,0.0,0.0,0.0,33.3,9.0,0.0,0.0,0.0,-0.019,-5.3,-2.9,-8.2,0.0,East
260,Paul McPherson\mcphepa01,PG,22,TOT,55,595,13.6,0.542,0.055999999999999994,0.26899999999999996,7.0,7.6,7.3,11.6,2.2,0.5,16.3,21.0,0.4,0.5,0.9,0.07400000000000001,-1.4,-1.4,-2.8,-0.1,NaN
260,Paul McPherson\mcphepa01,PG,22,PHO,33,308,10.8,0.526,0.063,0.25,7.2,10.5,8.8,8.8,2.0,0.7,17.8,18.8,0.0,0.4,0.5,0.076,-3.0,0.1,-2.9,-0.1,West
260,Paul McPherson\mcphepa01,PG,22,GSW,22,287,16.7,0.556,0.05,0.28300000000000003,6.8,4.4,5.7,14.6,2.3,0.2,15.1,23.4,0.4,0.0,0.4,0.071,0.3,-3.0,-2.7,0.0,West
261,Stanislav Medvedenko\medvest01,PF,21,LAL,7,39,21.8,0.528,0.04,0.48,2.9,22.9,13.0,10.8,1.3,1.8,9.0,38.2,0.1,0.0,0.1,0.126,-1.6,-4.7,-6.3,0.0,West
262,Ron Mercer\mercero01,SG,24,CHI,61,2535,14.8,0.49200000000000005,0.040999999999999995,0.203,3.2,8.0,5.5,16.2,1.7,0.8,9.6,24.8,1.5,0.4,1.8,0.035,-0.2,-2.2,-2.3,-0.2,East
263,Chris Mihm\mihmch01,C,21,CLE,59,1166,12.6,0.5,0.003,0.322,10.6,17.3,13.9,2.4,0.9,3.3,15.2,20.4,0.3,1.0,1.3,0.053,-3.4,-1.5,-5.0,-0.9,East
264,Darius Miles\milesda01,SF,19,LAC,81,2133,14.7,0.518,0.03,0.37799999999999995,7.0,18.3,12.8,8.1,1.3,4.1,16.7,19.1,0.5,2.6,3.0,0.068,-2.1,2.0,-0.1,1.0,West
